"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/kubetshow2023/api/demo-project56697/playground","👋 Demo Project","Kubet | Link đăng ký Ku bet chính thức tại Việt Nam 2023","https://rapidapi.com/user/kubetshow2023","By kubetshow2023","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/gerwinai/api/gerwin-ai-beta/playground","Gerwin AI Beta","Tools for copywriting. Writing (generation) of texts, text rewriting, writing content for social networks. Creating advertisements and real estate listings and more","https://rapidapi.com/user/gerwinai","By gerwinai","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/stephenm-soCCJx9Tb6s/api/synonyms-finder/playground","Synonyms Finder","Find synonyms for more than 50 different languages","https://rapidapi.com/user/stephenm-soCCJx9Tb6s","By Stefano Mariani","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/JointEntropy/api/simple-ocr-service/playground","Simple OCR service","Simple Optical Character Recognition(OCR) service which  provide automating data extraction from printed or written text.","https://rapidapi.com/user/JointEntropy","By Grigory","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/saberjelassi/api/apikey18/playground","APIkey","APIkey wordpress","https://rapidapi.com/user/saberjelassi","By Saber Jelassi","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/Split174/api/analyzer-of-russian-texts/playground","Analyzer of Russian texts","Classifies Russian texts by topics","https://rapidapi.com/user/Split174","By Sergey Popov","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/skdlvlxn12/api/temp28/playground","temp","woojinf","https://rapidapi.com/user/skdlvlxn12","By 김원응","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/dimas/api/IBMWatsonPersonalityInsights/playground","IBMWatsonPersonalityInsights","Extract a range of personality attributes from text.","https://rapidapi.com/user/dimas","By Dmitry Shumytskyi","Updated 7 years ago","","",""
"Text Analysis","https://rapidapi.com/stefan.skliarov/api/Dandelion/playground","Dandelion","Interpret text, classify words and compare text bodies.","https://rapidapi.com/user/stefan.skliarov","By Stefan Skliarov","Updated 7 years ago","","",""
"Text Analysis","https://rapidapi.com/mwcsur/api/ai-keyword-extraction/playground","AI Keyword Extraction","The Keyword Extraction API allows users to extract key terms and phrases from input text. It leverages natural language processing techniques to identify the most salient keywords in the text. This API is useful for applications such as text summarization, content analysis, and information retrieval.","https://rapidapi.com/user/mwcsur","By chris codes","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/micaelbh/api/text-summarization20/playground","Text Summarization","A Text Summarization API is an application programming interface that facilitates automated summarization of lengthy texts into concise and informative versions. This API takes input text and outputs a summary that captures the main points of the original text, enhancing comprehension and saving time for end users.","https://rapidapi.com/user/micaelbh","By MP Apis","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/spell-checker-api-apiverve/playground","Spell Checker API - APIVerve","Spell Checker is a simple tool for checking spelling in a given body of text. It returns correction suggestions","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/word-lexicon-analyzer-api-apiverve/playground","Word Lexicon Analyzer API - APIVerve","Lexicon is a simple tool for analyzing words. It returns various properties of the word","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/VahidXiao/api/sentiment-analysis-api7/playground","Sentiment Analysis API","Performs accurate sentiment analysis to determine the positivity, negativity, or neutrality of the given text. Designed for seamless integration into applications requiring sentiment insights.","https://rapidapi.com/user/VahidXiao","By VahidXiao","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/almann/api/text-similarity9/playground","Text Similarity","Analyze text similarity effortlessly with our powerful API (cosine, sorensen-dice, levenshtein, jaccard, hamming).","https://rapidapi.com/user/almann","By almann","Updated 8 months ago","","",""
"Text Analysis","https://rapidapi.com/sapienvault-ai-sapienvault-ai-default/api/text-sentiment-analysis8/playground","Text Sentiment Analysis","Recognize & Analyze the intent, sentiment and emotion from any text.","https://rapidapi.com/organization/sapienvault-ai","By SapienVault AI","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/squaad-squaad-default/api/filter-profanity-custom-words/playground","Filter Profanity & Custom Words","This API automatically detects profanity in a text, censors it with special characters, and offers the option to add your own custom words to the filter if desired.","https://rapidapi.com/user/squaad-squaad-default","By Arthur Ribeiro","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/learnfromvicky-3xzX4mvxxyp/api/gramarify/playground","gramarify","An AI based grammar error Identification and suggestion API with editing score","https://rapidapi.com/user/learnfromvicky-3xzX4mvxxyp","By avguides","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/HybridWebs/api/reading-time-estimator/playground","Reading Time Estimator","An API to estimate reading time for a given text.","https://rapidapi.com/user/HybridWebs","By Hybrid Webs","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/cubicle-6-cubicle-6-default/api/simple-sentiment-analysis/playground","Simple Sentiment Analysis","Perform a simple sentiment analysis on the given text.","https://rapidapi.com/organization/cubicle-6","By Cubicle 6","Updated 9 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-to-emoji-api-apiverve/playground","Text to Emoji API - APIVerve","Text to Emoji is a simple tool for converting text into emojis. It returns the emojis that represent the given text","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/ai-engineer-ai-engineer-default/api/text-similarity8/playground","Text Similarity","Detects how similar two given sentences are and provides source information.","https://rapidapi.com/organization/ai-engineer","By AI Engineer","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/hammas.majeed/api/custom-entity-extraction-api/playground","Custom Entity Extraction API","The Entity Extraction API allows you to extract specific entities from a given text. You can specify the types of entities you want to extract by providing an array of entity types, such as ['person', 'city']. The API processes the input text and returns the requested entities found within it. This tool is useful for tasks such as information retrieval, data analysis, and enhancing search functionality.","https://rapidapi.com/user/hammas.majeed","By Alex Turner","Updated 9 months ago","","",""
"Text Analysis","https://rapidapi.com/easeapi-easeapi-default/api/text-summarization-api/playground","📝 Text Summarization API","Text Summarization API helps you generate concise summaries from long texts using advanced NLP techniques. Perfect for content creators, researchers, and developers looking to extract key information efficiently.","https://rapidapi.com/user/easeapi-easeapi-default","By EaseApi","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/cyberneticreading-cyberneticreading-default/api/cybernetic-reading/playground","Cybernetic Reading","Transform your reading experience effortlessly with our text conversion tool. 

Whether you're working with articles or plain text, our solution dynamically introduces artificial fixation points, guiding your eyes through the content. By focusing solely on highlighted initial letters, your brain effortlessly completes each word, optimizing your concentration and comprehension.","https://rapidapi.com/organization/cyberneticreading","By CyberneticReading","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/genaios-genaios-default/api/readability2/playground","Readability","This API tells you how easy is to read a given text. It provides several standard metrics and a consensus metric for readability","https://rapidapi.com/organization/genaios","By Genaios","Updated 8 months ago","","",""
"Text Analysis","https://rapidapi.com/skitzen-skitzen-default/api/name-parser2/playground","Name Parser","Parses a full English name into multiple components, including title, first name, middle name, last name, suffix, and nickname.","https://rapidapi.com/organization/skitzen","By Skitzen","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/grealmutol/api/summarize-text3/playground","summarize text","summarize text","https://rapidapi.com/user/grealmutol","By grdev","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/easeapi-easeapi-default/api/text-sentiment-analysis-api1/playground","🎯 Text Sentiment Analysis API","Powerful text sentiment analysis API that evaluates the emotional tone of text content with high accuracy.","https://rapidapi.com/user/easeapi-easeapi-default","By EaseApi","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/padmanabhapb025/api/htmlparser/playground","HtmlParser","Its an API to Fetch HTML page & return exctracted data by CSS selectors (if specified).Its a HTML Page Data Extractor.","https://rapidapi.com/user/padmanabhapb025","By Padmanabha B","Updated 1 year ago","100%","379ms",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/word-pronunciation-api-apiverve/playground","Word Pronunciation API - APIVerve","Word Pronunciation is a simple tool for getting the pronunciation of a word. It returns the pronunciation of the word provided","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/crfuentes12/api/text-analysis-api1/playground","Text Analysis API","API for analyzing text metrics, sentiment, originality, and coherence.","https://rapidapi.com/user/crfuentes12","By Cristopher Fuentes","Updated 9 months ago","","",""
"Text Analysis","https://rapidapi.com/AcroChannel/api/acrosuite-docorg/playground","AcroSuite DocOrg","Here is some APIs about file processing including FileOCR, PDF extracting(text/image/table), PDF converting(image).","https://rapidapi.com/user/AcroChannel","By Samurai","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/tomw1994991/api/data-extractor-freetext-to-json/playground","Data Extractor (Freetext to Json)","Extracts JSON data according to your schema from any free text input 

Turns your unstructured data into semi structured data using machine learning.","https://rapidapi.com/user/tomw1994991","By tomw1994991","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/subhashish-clg/api/cuss-word-detection-api/playground","Cuss Word Detection API","Detects Cuss words in a given text. Powered by Large Language Models (LLMs)","https://rapidapi.com/user/subhashish-clg","By subhashish-clg","Updated 11 months ago","","",""
"Text Analysis","https://rapidapi.com/Canssens/api/basic-language-detector/playground","Basic Language Detector","Quickly detect the language of a portion of text","https://rapidapi.com/user/Canssens","By Charles Anssens","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/HybridWebs/api/sentence-count/playground","Sentence Count","An API to count sentences in a given text.","https://rapidapi.com/user/HybridWebs","By Hybrid Webs","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/jim-lee-anderson-jim-lee-anderson-default/api/demo-project88037/playground","👋 Demo Project","This Project is created by the onboarding process for jim lee anderson-Default","https://rapidapi.com/organization/jim-lee-anderson","By jim lee anderson","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/vipulism/api/uppcl/playground","uppcl","bill reading","https://rapidapi.com/user/vipulism","By Vipul","Updated 11 months ago","100%","275ms",""
"Text Analysis","https://rapidapi.com/salmanmuktadi42/api/demo-project100462/playground","👋 Demo Project","usatopvcc is a company where all products for all types of transactions are available
All types of banking accounts, crypto, marketing, social, all types of accounts are available in this organization.

For more information, visit my website : 
https://usatopvcc.com/product/buy-old-gmail-accounts/

If You Want To More Information just Contact Now:
24 Hours Reply/Contact

📧Email: usatopvcc@gmail.com
📲Telegram: @Usatopvcc
📞Skype: Usatopvcc
☎WhatsApp: +44 7365-263508","https://rapidapi.com/user/salmanmuktadi42","By New & Old Linkedine Sell Shop","Updated 6 months ago","","",""
"Text Analysis","https://rapidapi.com/support-jIf1RbxgO/api/webcategorize/playground","WebCategorize","WebCategorize classifies web content in real-time. You can provide your own content to categorize, or request WebCategorize to fetch a URL and categorize it in real-time.","https://rapidapi.com/user/support-jIf1RbxgO","By Julien Sobrier","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/karenlouiserichardson4907/api/wordinfo/playground","wordinfo","word definition and related word in topic","https://rapidapi.com/user/karenlouiserichardson4907","By karenlouiserichardson4907","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/quetab-ai-quetab-ai-default/api/generate-questions-from-text/playground","Generate Questions from Text","This API will help you generate questions from text using AI. For now, only English is supported, other languages will be supported soon.","https://rapidapi.com/organization/quetab-ai","By Quetab AI","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/unicornNLP/api/hate-speech-detection-for-user-generated-content/playground","Hate Speech Detection for User-generated Content","Hate Speech Detection for User-generated Content - Language Understanding API designed to detect hate speech, profanities, toxicities, severe toxicities, obscene texts, insults, threats, and identity hate in user-generated content.","https://rapidapi.com/user/unicornNLP","By CognitiveAPIs","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/neurotechnology-neurotechnology-default/api/netgeist-app-review-monitoring/playground","NetGeist App Review Monitoring","Sentiment analysis tool that monitors app reviews to provide real-time insights into customer opinions and feedback.","https://rapidapi.com/user/neurotechnology-neurotechnology-default","By Neurotechnology","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/liulijen/api/any-definition1/playground","Any Definition","- Retrieve a core idea for any phrase
- Multiple languages Supported","https://rapidapi.com/user/liulijen","By liulijen","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/double-prime-double-prime-default/api/sentimentanalyzer/playground","SentimentAnalyzer","Score the sentiment of submitted text using the Stanford CoreNLP model.","https://rapidapi.com/organization/double-prime","By Double Prime","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/widebot-ai-widebot-ai-default/api/sentiment-analysis44/playground","Sentiment Analysis","Classify text into three class sentiments (neutral, positive and negative). The api currently supports English and Arabic dialects.","https://rapidapi.com/organization/widebot-ai","By WideBot AI","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/sentiment-analysis28/playground","Sentiment Analysis","Sentiment analysis (also known as opinion mining or emotion AI) is the use of natural language processing, text analysis, computational linguistics, and biometrics to systematically identify, extract, quantify, and study affective states and subjective information.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/elavanda7/api/text-summarizer8/playground","Text Summarizer","Text Summarizer API provides professional text summarizer service which is based on advanced NLP models. It can be used to summarize short important text from the document","https://rapidapi.com/user/elavanda7","By Ela Vanda","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/unicornNLP/api/semantic-analysis-for-app-reviews/playground","Semantic Analysis for App Reviews","Semantic Analysis for App Reviews - Language Understanding API (74 dedicated Semantic Models) designed, trained&tested on App Reviews.","https://rapidapi.com/user/unicornNLP","By CognitiveAPIs","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/LETTRIA/api/french-keywords-extraction/playground","French Keywords Extraction","Lettria's French Keywords Exraction","https://rapidapi.com/user/LETTRIA","By Charles Borderie","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/renardyoann/api/profanity-buster/playground","Profanity Buster","Find profanities and offensive words from any text.

The JSON API that helps you filter profanity and bad words in your reviews, chat, or any text.

Supported Languages:

 - English
 - French
- Spanish (coming soon)
- Italian (coming soon)

Many more are coming...","https://rapidapi.com/user/renardyoann","By CurlyBrackets","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/andrefsr-XBzvELNE9uf/api/language-identification4/playground","Language Identification","This app can be used to recognize 176 languages given one or more text sentences.","https://rapidapi.com/user/andrefsr-XBzvELNE9uf","By André Ribeiro","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/bitext1/api/bitext/playground","Bitext","Build your NLP engine with the most complete set of multilingual NLP and text analytics tools available.","https://rapidapi.com/user/bitext1","By Bitext","Updated 6 years ago","","",""
"Text Analysis","https://rapidapi.com/jjespinozala/api/text-talking-point-api/playground","Text Talking Point API","A key phrase is a string containing a noun phrase that describes a particular thing. It generally consists of a noun and the modifiers that distinguish it. For example, ""day"" is a noun; ""a beautiful day"" is a noun phrase that includes an article (""a"") and an adjective (""beautiful""). You can read more about this API in this blog post: https://jj-espinoza-la.medium.com/the-future-of-document-management-how-ai-is-transforming-the-way-we-store-and-retrieve-information-ebff526f83c6","https://rapidapi.com/user/jjespinozala","By JJ Espinoza","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/rulilg/api/keyword-extraction1/playground","Keyword Extraction","Get keywords from a text using the Text Rank algorithm.","https://rapidapi.com/user/rulilg","By RaúlLG","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/financial-summarization/playground","Financial summarization","Abstractive Financial Summarization is a task in Natural Language Processing (NLP) that aims to generate a concise summary of a source text. ... Abstractive financial  summarization yields a number of applications in different domains, from books and literature, to science and R&D, to financial research and legal documents analysis.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/eventstudytools-default/api/date-identifier/playground","Date Identifier","The Date Identifier identifies dates in text and returns these dates in a standard format.","https://rapidapi.com/organization/eventstudytools1","By EventStudyTools","Updated 6 years ago","","",""
"Text Analysis","https://rapidapi.com/the-api-arena-the-api-arena-default/api/text-sentiment-analysis1/playground","Text sentiment analysis","API to analyze sentiment from text","https://rapidapi.com/organization/the-api-arena","By The API Arena","Updated 4 years ago","","12ms",""
"Text Analysis","https://rapidapi.com/maozdemir/api/sentiment-analysis-api2/playground","Sentiment Analysis API","Check if the text is positive, negative or neutral.","https://rapidapi.com/user/maozdemir","By maozdemir","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/mammothmanny-mammothmanny-default/api/bionic-text/playground","Bionic Text","Returns Bionic Text from submitted text","https://rapidapi.com/organization/mammothmanny","By MammothManny","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/egylogic1-egylogic-default/api/profanity-detection1/playground","Profanity detection","AntiProfanity.API: Arabic Profanity Detection

Detects profanity in Arabic texts, perfect for digital platforms. Automates content moderation, ensuring respectful Arabic communication. Handles profanity checks and error scenarios efficiently. Ideal for social media, forums, and chat apps.","https://rapidapi.com/organization/egylogic1","By EgyLogic","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/textanalysis/api/word-similarity2/playground","Word Similarity","Get similar words、synonyms words or antonyms words for 89 languages by Word Similarity API","https://rapidapi.com/user/textanalysis","By TextMiner","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/micaelbh/api/text-url-pdf-summarization/playground","text-url-pdf-summarization","API Description
This API provides three endpoints for generating distributed summaries from different types of content: PDF files, plain text, and web pages (URLs). The summaries are created by selecting sentences distributed throughout the content, giving a broad overview rather than just the beginning.","https://rapidapi.com/user/micaelbh","By MP Apis","Updated 3 weeks ago","8.5","1027ms","100%"
"Text Analysis","https://rapidapi.com/fredharris4032/api/censor-bad-word/playground","Censor Bad Word","API filter and censor bad word in the text","https://rapidapi.com/user/fredharris4032","By fredharris4032","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/TheSiggs/api/document-to-chatgpt-api/playground","Document to ChatGPT API","Convert your document into an API and use ChatGPT to talk to it","https://rapidapi.com/user/TheSiggs","By TheSiggs","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/insider-insider-default/api/fuxiapi/playground","FuxiAPI","Simplified and Traditional Chinese sentiment analysis API.
免费试用简体中文和繁体中文情感分析API","https://rapidapi.com/organization/insider","By Insider","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/insider-insider-default/api/russiansentimentanalyzer/playground","RussianSentimentAnalyzer","RussianSentimentAnalyzer (RSA) is a JSON API to detect object level sentiment volume and direction for texts in Russian. Key advantages: very light-weight API, that delivers the quality of sentiment analysis you need","https://rapidapi.com/organization/insider","By Insider","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/epsi.altb3a.erebor/api/veille-techno/playground","Veille Techno","Veiille techno","https://rapidapi.com/user/epsi.altb3a.erebor","By ProjetJava","Updated 5 years ago","","32ms",""
"Text Analysis","https://rapidapi.com/arunkottilukkal/api/entityextractor/playground","EntityExtractor","Extracts entities from a raw text","https://rapidapi.com/user/arunkottilukkal","By Arun Kesavan","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/archraheeb/api/araheeb/playground","araheeb","تحليل فلسفي","https://rapidapi.com/user/archraheeb","By Arch.Raheeb Alkohlany","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/draglag/api/language-detect3/playground","language detect","detect language from text","https://rapidapi.com/user/draglag","By draglag","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/hajiesmaili/api/countryapi1/playground","countryAPI","This api will detect the country associated  the input","https://rapidapi.com/user/hajiesmaili","By hajiesmaili","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/hdundar43/api/demo-project56827/playground","👋 Demo Project","This Project is created by the onboarding process","https://rapidapi.com/user/hdundar43","By Halit DÜNDAR","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/linkedinapi/api/phone-number-validator6/playground","Phone Number Validator","Handling the parsing, formatting, and validation of telephone and mobile numbers for every country and region worldwide.","https://rapidapi.com/user/linkedinapi","By LinkedIn API","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/artisan-worker-artisan-worker-default/api/gemini-summary/playground","Gemini Summary","Text Summary, gemini modal, support all language","https://rapidapi.com/organization/artisan-worker","By Artisan Worker","Updated 7 months ago","","",""
"Text Analysis","https://rapidapi.com/linguix-linguix-default/api/linguix/playground","Linguix","Deliver best-in-class writing assistance in seven languages with Linguix API","https://rapidapi.com/organization/linguix","By Linguix","Updated 1 month ago","","",""
"Text Analysis","https://rapidapi.com/enesiensoftware/api/best-parse/playground","Best Parse","Dynamically convert loads of messy text into an array of bespoke JSON objects that meet your data structure requirements. Data parsing and extraction made easy!","https://rapidapi.com/user/enesiensoftware","By Gavin","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/masitingss/api/sentiment-analysis-pro2/playground","Sentiment Analysis Pro","Sentiment Analysis Pro API is a powerful tool that enables users to analyze the sentiment of text data quickly and accurately. By simply consuming this API, users can predict the sentiment of words, phrases, or entire documents, providing valuable insights into the emotional tone of the content. Whether you're analyzing customer feedback, social media posts, or product reviews, Sentiment Analysis Pro API offers a seamless solution for understanding the sentiment behind the words.","https://rapidapi.com/user/masitingss","By Mas Itings","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/sapienvault-ai-sapienvault-ai-default/api/entity-classification-text/playground","Entity Classification (Text)","Classify Entities with Categories from any given text.","https://rapidapi.com/organization/sapienvault-ai","By SapienVault AI","Updated 10 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/parts-of-speech-extractor-api-apiverve/playground","Parts Of Speech Extractor API - APIVerve","Parts Of Speech is a simple tool for extracting nouns, verbs, adjectives, adverbs, etc. from text. It returns the extracted words based on the part of speech specified.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/sentiment-analysis-api-apiverve/playground","Sentiment Analysis API - APIVerve","Sentiment Analysis is a simple tool for analyzing the sentiment of a text. It returns the sentiment score and the sentiment label.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-similarity-api-apiverve/playground","Text Similarity API - APIVerve","Text Similarity is a simple tool for checking the similarity between two texts. It returns the similarity score.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/tense-converter-api-apiverve/playground","Tense Converter API - APIVerve","Tense Converter is a simple tool for converting text to past or future tense. It returns the text converted to the specified tense","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/fabriziofer/api/auto-text-summarizer/playground","Auto Text Summarizer","An advanced text summarization workflow that processes input text and generates concise, meaningful summaries while maintaining key information and context.","https://rapidapi.com/user/fabriziofer","By fabriziofer","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/thinque/api/meta-description-generator/playground","Meta Description Generator","Automatically generates SEO-optimized meta descriptions from content, optimizing length and keywords according to best practices.","https://rapidapi.com/user/thinque","By thinque","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/cyberneticreading-cyberneticreading-default/api/focusreader/playground","FocusReader","Render a webpages for distraction free reading!","https://rapidapi.com/organization/cyberneticreading","By CyberneticReading","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/micaelbh/api/pdf-summarizer-ai/playground","PDF Summarizer AI","PDF Summary API
This API allows you to upload a PDF file and receive a concise summary of its content.
You can specify the number of sentences you want in the summary by providing the summary_sentences parameter in your request.","https://rapidapi.com/user/micaelbh","By MP Apis","Updated 3 weeks ago","8.3","8120ms","100%"
"Text Analysis","https://rapidapi.com/butoane-butoane-default/api/text-summarization19/playground","Text Summarization","Uses Luhn Algorithm to summarize a test using a set number of senteces","https://rapidapi.com/organization/butoane","By BUTOANE","Updated 11 months ago","","",""
"Text Analysis","https://rapidapi.com/thunderfooot2255/api/syntaxsculptor/playground","SyntaxSculptor","Elevate written content by correcting grammar errors and rephrasing sentences for improved clarity and professional presentation","https://rapidapi.com/user/thunderfooot2255","By Thunder Bird","Updated 1 year ago","8","2746ms","100%"
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-summarizer-api-apiverve/playground","Text Summarizer API - APIVerve","Text Summarizer is a simple tool for summarizing text. It returns a summary of the text","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","8.1","1809ms","67%"
"Text Analysis","https://rapidapi.com/amycoats/api/text-sentiment-analyzer2/playground","Text Sentiment Analyzer","Analyzes text input to determine sentiment and emotional tone. Identifies positive, negative and neutral aspects. Ideal for analyzing customer reviews and feedback.","https://rapidapi.com/user/amycoats","By amycoats","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/words-to-numbers-api-apiverve/playground","Words to Numbers API - APIVerve","Words to Numbers is a simple tool for converting words to numbers. It returns the words in numbers","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/rosamim92/api/best-top-100-website-to-buy-paypal-accounts-2024-2025/playground","Best Top 100+ Website to Buy Paypal Accounts 2024-2025;;;","If You Want To More Information just Contact Now: 24 Hours Reply/Contact  📧Email: usatopvcc@gmail.com 📲Telegram: @Usatopvcc 📞Skype: Usatopvcc ☎WhatsApp: +44 7365-263508","https://rapidapi.com/user/rosamim92","By Rosa Mim","Updated 6 months ago","","",""
"Text Analysis","https://rapidapi.com/msuwc4409/api/buy-verified-cash-app-accounts1138/playground","Buy Verified Cash App Accounts","24 Hours Reply/Contact  Email:reviewsservicesusa@gmail.com Skype :reviewsserviceusa Telegram :@reviewsserviceusa0 WhatsApp :+1(641)218-7371 Buy Verified Cash App Accounts 100% phone verified USA, UK and other countries, 100% customer satisfaction guaranteed., Very Fast Delivery.","https://rapidapi.com/user/msuwc4409","By Buy Verified Cash App Accounts","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/usasmmcity1203210/api/demo-project91846/playground","👋 Demo Project","Buy Yelp Reviews
I think you are clear that we know everything about yelp and yelp elite squad reviews.Our yelp project is driven in the USA and the whole world. That’s why we decorated our team so that we can provide genuine reviews. If you want to buy USA yelp reviews we are ready to provide you what amount of reviews you want.","https://rapidapi.com/user/usasmmcity1203210","By usasmmcity1203210","Updated 11 months ago","","",""
"Text Analysis","https://rapidapi.com/kzsoltika10/api/demo-project105049/playground","👋 Demo Project","This Project is created by the onboarding process","https://rapidapi.com/user/kzsoltika10","By Zsolt Kocsis","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/topreviewsmarket/api/demo-project80099/playground","👋 Demo Project","Buy Verified Cash App Account BTC Enable. Buy UK, USA, CA, phone number and Bank verified and Card verified cash app account.","https://rapidapi.com/user/topreviewsmarket","By Robert Gray Topreviewsmarket","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/nohu90b/api/demo-project85195/playground","👋 Demo Project","This Project is created by the onboarding process","https://rapidapi.com/user/nohu90b","By nohu90b","Updated 1 year ago","","",""
